,start_date,start_hour,start_station_id,start_station_name,start_station_cap,start_station_has_kiosk,end_station_id,end_station_name,end_station_cap,end_station_has_kiosk,start_station_latitude,start_station_longitude,end_station_latitude,end_station_longitude,sum_duration_sec,sum_duration_min,trip_count,subscriber_trip_count,customer_trip_count,datetime_hour,datetime_mod,temperature,wind,precip_,start_dow_Friday,start_dow_Monday,start_dow_Saturday,start_dow_Sunday,start_dow_Thursday,start_dow_Tuesday,start_dow_Wednesday,trip_count_predicted
118696,2019-01-31,6,129,Harrison St at 20th St,19.0,True,113,Franklin Square,19.0,True,37.758862,-122.412544,37.764555,-122.41034499999999,204,3.4,1,1,0,2019-01-31 06:00:00 UTC,2019-01-31 06:56:00 UTC,58.0,8.0,0.0,0,0,0,0,1,0,0,1.0155241
118697,2019-01-31,6,129,Harrison St at 20th St,19.0,True,89,Division St at Potrero Ave,27.0,True,37.758862,-122.412544,37.76921786152374,-122.40764558315277,352,5.866666666666665,1,1,0,2019-01-31 06:00:00 UTC,2019-01-31 06:56:00 UTC,58.0,8.0,0.0,0,0,0,0,1,0,0,1.0315402
118698,2019-01-31,6,130,22nd St Caltrain Station,31.0,True,15,San Francisco Ferry Building (Harry Bridges Plaza),38.0,True,37.75771842163036,-122.39181250333785,37.795392,-122.394203,1158,19.3,1,1,0,2019-01-31 06:00:00 UTC,2019-01-31 06:56:00 UTC,58.0,8.0,0.0,0,0,0,0,1,0,0,1.1990352
118699,2019-01-31,6,130,22nd St Caltrain Station,31.0,True,30,San Francisco Caltrain (Townsend St at 4th St),19.0,True,37.75771842163036,-122.39181250333785,37.776598,-122.39528200000001,459,7.65,1,1,0,2019-01-31 06:00:00 UTC,2019-01-31 06:56:00 UTC,58.0,8.0,0.0,0,0,0,0,1,0,0,1.1523927
118700,2019-01-31,6,133,Valencia St at 22nd St,23.0,True,104,4th St at 16th St,35.0,True,37.7552126,-122.42097520000002,37.76704457969368,-122.39083349704742,948,15.8,1,1,0,2019-01-31 06:00:00 UTC,2019-01-31 06:56:00 UTC,58.0,8.0,0.0,0,0,0,0,1,0,0,1.0399898
118701,2019-01-31,6,133,Valencia St at 22nd St,23.0,True,20,Mechanics Monument Plaza (Market St at Bush St),23.0,True,37.7552126,-122.42097520000002,37.7913,-122.399051,957,15.95,1,1,0,2019-01-31 06:00:00 UTC,2019-01-31 06:56:00 UTC,58.0,8.0,0.0,0,0,0,0,1,0,0,1.0144813
118702,2019-01-31,6,133,Valencia St at 22nd St,23.0,True,223,16th St Mission BART Station 2,19.0,True,37.7552126,-122.42097520000002,37.764765215497704,-122.42009103298186,304,5.0666666666666655,1,1,0,2019-01-31 06:00:00 UTC,2019-01-31 06:56:00 UTC,58.0,8.0,0.0,0,0,0,0,1,0,0,1.0159578
118703,2019-01-31,6,133,Valencia St at 22nd St,23.0,True,24,Spear St at Folsom St,19.0,True,37.7552126,-122.42097520000002,37.78967670000001,-122.39042849999998,1020,17.0,1,1,0,2019-01-31 06:00:00 UTC,2019-01-31 06:56:00 UTC,58.0,8.0,0.0,0,0,0,0,1,0,0,0.9817097
118704,2019-01-31,6,133,Valencia St at 22nd St,23.0,True,41,Golden Gate Ave at Polk St,31.0,True,37.7552126,-122.42097520000002,37.78127,-122.41873999999999,629,10.483333333333333,1,1,0,2019-01-31 06:00:00 UTC,2019-01-31 06:56:00 UTC,58.0,8.0,0.0,0,0,0,0,1,0,0,1.0183663
118705,2019-01-31,6,137,Jersey St at Castro St,19.0,True,130,22nd St Caltrain Station,31.0,True,37.750506,-122.4339496,37.75771842163036,-122.39181250333785,1615,26.91666666666667,2,2,0,2019-01-31 06:00:00 UTC,2019-01-31 06:56:00 UTC,58.0,8.0,0.0,0,0,0,0,1,0,0,1.0148765
118706,2019-01-31,6,138,Jersey St at Church St,19.0,True,130,22nd St Caltrain Station,31.0,True,37.7509004,-122.42741140000001,37.75771842163036,-122.39181250333785,930,15.5,1,0,1,2019-01-31 06:00:00 UTC,2019-01-31 06:56:00 UTC,58.0,8.0,0.0,0,0,0,0,1,0,0,1.0148765
118707,2019-01-31,6,139,Garfield Square (25th St at Harrison St),23.0,True,113,Franklin Square,19.0,True,37.751017100000006,-122.4119009,37.764555,-122.41034499999999,304,5.0666666666666655,1,1,0,2019-01-31 06:00:00 UTC,2019-01-31 06:56:00 UTC,58.0,8.0,0.0,0,0,0,0,1,0,0,1.0159578
118708,2019-01-31,6,141,Valencia St at Cesar Chavez St,19.0,True,126,Esprit Park,31.0,True,37.747998100000004,-122.42021869999999,37.7616343,-122.3906477,692,11.533333333333333,1,1,0,2019-01-31 06:00:00 UTC,2019-01-31 06:56:00 UTC,58.0,8.0,0.0,0,0,0,0,1,0,0,1.0148765
