a,month,cluster,inter_vol,inter_time,intra_vol,intra_time,intra_inter_vol,intra_inter_time
56,02,2,50.894297130403125,47.99150305531278,114.63013076643628,85.03451490676392,2.2523177886262387,1.7718660490536642
57,02,3,72.96685434071922,65.33670613375433,92.55757355612062,67.68931182832232,1.26848792362519,1.0360074119707203
58,02,4,88.65101707228479,75.59910655678088,76.87341082455504,57.42691140529577,0.8671464057978437,0.7596242074919713
59,02,5,98.13939338903016,81.58830430906035,67.3850345078097,51.437713653016324,0.6866257491595814,0.6304545006618576
60,02,6,93.85824555030872,80.45124161689182,71.66618234653104,52.5747763451848,0.7635576600259104,0.6534986320726468
61,02,7,116.62704322557205,95.51713296719245,48.89738467126771,37.50888499488427,0.4192628340640835,0.39269274348684186
62,02,8,103.65410461314929,86.09304310366988,61.87032328369054,46.93297485840683,0.5968921685696741,0.5451424780268479
63,02,9,118.66264075553939,97.05401672679736,46.861787141300425,35.972001235279365,0.39491609863833943,0.3706389745469156
64,02,10,111.81919723937524,93.23867783296468,53.70523065746459,39.78734012911202,0.4802863191952267,0.4267257006838973
65,02,11,119.9081910642935,97.55234008337708,45.61623683254633,35.47367787869961,0.38042636143253455,0.3636373853090617
66,02,12,123.81520159825646,100.20334109085282,41.709226298583374,32.82267687122392,0.3368667640175349,0.3275607032051367
67,02,13,129.41908826734468,103.77087711366279,36.105339629495084,29.25514084841391,0.2789800184259625,0.2819205316764359
68,02,14,134.1244097348347,106.43509029604462,31.40001816200509,26.590927666032073,0.2341111377420653,0.24983233999304696
69,02,15,134.91445695604799,108.33064533762644,30.609970940791875,24.69537262445029,0.22688429121249695,0.22796294204178305
70,03,2,43.37904104613137,40.6802872329351,122.14538685070775,92.34573072914144,2.815769641399229,2.270036349555997
71,03,3,54.95958953868511,53.11877733480209,110.56483835815466,79.90724062727452,2.0117478912452573,1.5043124980762932
72,03,4,68.03550671994194,63.23155720549855,97.48892117689792,69.79446075657813,1.43291239937694,1.1037915851060027
73,03,5,82.5202506356702,72.84447232098805,83.00417726116962,60.18154564108865,1.0058643378052252,0.8261648924560754
74,03,6,83.92971304031968,74.60961671059408,81.59471485652014,58.41640125148255,0.9721791234687314,0.7829607472462433
75,03,7,88.86487468216494,77.35087856846988,76.65955321467489,55.67513939360677,0.8626530278566898,0.7197738464511937
76,03,8,87.21304031965126,76.51191412979239,78.31138757718851,56.514103832284285,0.8979320900884018,0.7386314206754199
77,03,9,92.59117326552858,79.7468260159585,72.93325463131133,53.27919194611811,0.7876912243260683,0.6681042319534594
78,03,10,115.70613875771886,94.95683282393317,49.81828913912095,38.06918513814357,0.4305587384904202,0.4009104348365388
79,03,11,122.15374137304754,99.96927534489609,43.37068652379224,33.056742617180596,0.3550500053153649,0.33066902308868545
80,03,12,109.27996730839085,92.5632718699107,56.244460588449,40.46274609216601,0.514682260379212,0.43713608297071366
81,03,13,111.34135488557943,90.2218667091785,54.18307301126045,42.80415125289819,0.48663924618971977,0.4744321173366236
82,03,14,123.09117326552852,97.83569190669908,42.43325463131131,35.190326055377646,0.3447302800483962,0.3596880174255513
83,03,15,126.15673810388661,101.3151608759682,39.36768979295313,31.7108570861085,0.31205380215629,0.3129922196435091
